ipa,syl,son,cons,cont,delrel,lat,nas,stri,den,voi,sg,cg,ant,dist,lab,hi,low,fro,ba,rou,reduc,ten,impl,cli,linglab,lon,tonhi,tonce,tonmi,tonris,tonfal,tonconv,stre,strepri
 k͡ǃ̪ʷˤ,-,-,+,-,-,-,-,0,+,-,-,-,0,+,-,-,+,-,+,0,0,0,-,+,0,-,0,0,0,0,0,0,0,0
ǀ̪ʷˤ,-,-,+,-,-,-,-,0,+,-,-,-,0,+,-,-,+,-,+,0,0,0,-,+,0,-,0,0,0,0,0,0,0,0
t̪ʷˤ,-,-,+,-,-,-,-,-,+,-,-,-,0,+,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
t̪̪ʷˤ,-,-,+,-,-,-,-,-,+,-,-,-,0,+,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
d̪ʷˤ,-,-,+,-,-,-,-,-,+,+,-,-,0,+,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ǀ̺̪ʷˤː,-,-,+,-,-,-,-,0,+,-,-,-,0,+,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
t̪̺̪ʷˤː,-,-,+,-,-,-,-,-,+,-,-,-,0,+,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ǃ̪ʷˤː,-,-,+,-,-,-,-,0,+,-,-,-,0,+,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
 k͡ǃ̪ʷˤː,-,-,+,-,-,-,-,0,+,-,-,-,0,+,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
ǀ̪ʷˤː,-,-,+,-,-,-,-,0,+,-,-,-,0,+,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
t̪ʷˤː,-,-,+,-,-,-,-,-,+,-,-,-,0,+,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
t̪̪ʷˤː,-,-,+,-,-,-,-,-,+,-,-,-,0,+,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
d̪ʷˤː,-,-,+,-,-,-,-,-,+,+,-,-,0,+,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
‼ˤ,-,-,+,-,-,-,-,0,-,-,-,-,-,-,-,-,+,-,+,0,0,0,-,+,0,-,0,0,0,0,0,0,0,0
k͡‼ˤ,-,-,+,-,-,-,-,0,-,-,-,-,-,-,-,-,+,-,+,0,0,0,-,+,0,-,0,0,0,0,0,0,0,0
ʈˤ,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ǂ̺ˤ,-,-,+,-,-,-,-,0,-,-,-,-,-,-,-,-,+,-,+,0,0,0,-,+,0,-,0,0,0,0,0,0,0,0
c̺ˤ,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ɖˤ,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ɟ̺ˤ,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
‼ˤː,-,-,+,-,-,-,-,0,-,-,-,-,-,-,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
k͡‼ˤː,-,-,+,-,-,-,-,0,-,-,-,-,-,-,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
ʈˤː,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
‼ːˤ,-,-,+,-,-,-,-,0,-,-,-,-,-,-,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
k͡‼ːˤ,-,-,+,-,-,-,-,0,-,-,-,-,-,-,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
ʈːˤ,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ǂ̺ˤː,-,-,+,-,-,-,-,0,-,-,-,-,-,-,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
c̺ˤː,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ɖˤː,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ɖːˤ,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ɟ̺ˤː,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ǂˤ,-,-,+,-,-,-,-,0,-,-,-,-,-,+,-,-,+,-,+,0,0,0,-,+,0,-,0,0,0,0,0,0,0,0
cˤ,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
k͡‼̻ˤ,-,-,+,-,-,-,-,0,-,-,-,-,-,+,-,-,+,-,+,0,0,0,-,+,0,-,0,0,0,0,0,0,0,0
‼̻ˤ,-,-,+,-,-,-,-,0,-,-,-,-,-,+,-,-,+,-,+,0,0,0,-,+,0,-,0,0,0,0,0,0,0,0
ʈ̻ˤ,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ɟˤ,-,-,+,-,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ɖ̻ˤ,-,-,+,-,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ǂˤː,-,-,+,-,-,-,-,0,-,-,-,-,-,+,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
cˤː,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
‼̻ˤː,-,-,+,-,-,-,-,0,-,-,-,-,-,+,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
k͡‼̻ˤː,-,-,+,-,-,-,-,0,-,-,-,-,-,+,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
ʈ̻ˤː,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ǂːˤ,-,-,+,-,-,-,-,0,-,-,-,-,-,+,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
cːˤ,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ɟˤː,-,-,+,-,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ɖ̻ˤː,-,-,+,-,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ɟːˤ,-,-,+,-,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ǃˤ,-,-,+,-,-,-,-,0,-,-,-,-,+,-,-,-,+,-,+,0,0,0,-,+,0,-,0,0,0,0,0,0,0,0
 k͡ǃˤ,-,-,+,-,-,-,-,0,-,-,-,-,+,-,-,-,+,-,+,0,0,0,-,+,0,-,0,0,0,0,0,0,0,0
tˤ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ǀ̺ˤ,-,-,+,-,-,-,-,0,-,-,-,-,+,-,-,-,+,-,+,0,0,0,-,+,0,-,0,0,0,0,0,0,0,0
t̪̺ˤ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
dˤ,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
d̪̺ˤ,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ǃˤː,-,-,+,-,-,-,-,0,-,-,-,-,+,-,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
 k͡ǃˤː,-,-,+,-,-,-,-,0,-,-,-,-,+,-,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
tˤː,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ǃːˤ,-,-,+,-,-,-,-,0,-,-,-,-,+,-,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
 k͡ǃːˤ,-,-,+,-,-,-,-,0,-,-,-,-,+,-,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
tːˤ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ǀ̺ˤː,-,-,+,-,-,-,-,0,-,-,-,-,+,-,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
t̪̺ˤː,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
dˤː,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
dːˤ,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
d̪̺ˤː,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ǀˤ,-,-,+,-,-,-,-,0,-,-,-,-,+,+,-,-,+,-,+,0,0,0,-,+,0,-,0,0,0,0,0,0,0,0
t̪ˤ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ǀ̺̪ˤ,-,-,+,-,-,-,-,0,+,-,-,-,+,+,-,-,+,-,+,0,0,0,-,+,0,-,0,0,0,0,0,0,0,0
t̪̺̪ˤ,-,-,+,-,-,-,-,-,+,-,-,-,+,+,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ǃ̪ˤ,-,-,+,-,-,-,-,0,+,-,-,-,+,+,-,-,+,-,+,0,0,0,-,+,0,-,0,0,0,0,0,0,0,0
 k͡ǃ̪ˤ,-,-,+,-,-,-,-,0,+,-,-,-,+,+,-,-,+,-,+,0,0,0,-,+,0,-,0,0,0,0,0,0,0,0
ǀ̪ˤ,-,-,+,-,-,-,-,0,+,-,-,-,+,+,-,-,+,-,+,0,0,0,-,+,0,-,0,0,0,0,0,0,0,0
t̪ˤ,-,-,+,-,-,-,-,-,+,-,-,-,+,+,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
t̪̪ˤ,-,-,+,-,-,-,-,-,+,-,-,-,+,+,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
 k͡ǃ̻ˤ,-,-,+,-,-,-,-,0,-,-,-,-,+,+,-,-,+,-,+,0,0,0,-,+,0,-,0,0,0,0,0,0,0,0
ǃ̻ˤ,-,-,+,-,-,-,-,0,-,-,-,-,+,+,-,-,+,-,+,0,0,0,-,+,0,-,0,0,0,0,0,0,0,0
t̻ˤ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
d̪ˤ,-,-,+,-,-,-,-,-,+,+,-,-,+,+,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
d̪ˤ,-,-,+,-,-,-,-,-,+,+,-,-,+,+,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
d̻ˤ,-,-,+,-,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ǀˤː,-,-,+,-,-,-,-,0,-,-,-,-,+,+,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
t̪ˤː,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ǃ̻ˤː,-,-,+,-,-,-,-,0,-,-,-,-,+,+,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
 k͡ǃ̻ˤː,-,-,+,-,-,-,-,0,-,-,-,-,+,+,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
t̻ˤː,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ǀːˤ,-,-,+,-,-,-,-,0,-,-,-,-,+,+,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
t̪ːˤ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
t̪̺̪ˤː,-,-,+,-,-,-,-,-,+,-,-,-,+,+,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ǀ̺̪ˤː,-,-,+,-,-,-,-,0,+,-,-,-,+,+,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
ǃ̪ˤː,-,-,+,-,-,-,-,0,+,-,-,-,+,+,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
 k͡ǃ̪ˤː,-,-,+,-,-,-,-,0,+,-,-,-,+,+,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
ǀ̪ˤː,-,-,+,-,-,-,-,0,+,-,-,-,+,+,-,-,+,-,+,0,0,0,-,+,0,+,0,0,0,0,0,0,0,0
t̪ˤː,-,-,+,-,-,-,-,-,+,-,-,-,+,+,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
t̪̪ˤː,-,-,+,-,-,-,-,-,+,-,-,-,+,+,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
d̪ˤː,-,-,+,-,-,-,-,-,+,+,-,-,+,+,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
d̻ˤː,-,-,+,-,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
d̪ːˤ,-,-,+,-,-,-,-,-,+,+,-,-,+,+,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
d̪ˤː,-,-,+,-,-,-,-,-,+,+,-,-,+,+,-,-,+,-,+,0,0,0,-,-,0,+,0,0,0,0,0,0,0,0
pˤ,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,-,0,0,-,-,0,-,0,0,0,0,0,0,0,0
p̪ˤ,-,-,+,-,-,-,-,0,+,-,-,-,0,0,+,-,+,-,+,-,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ʘˤ,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,-,0,0,-,+,0,-,0,0,0,0,0,0,0,0
k͡pˤ,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,-,0,0,-,-,0,-,0,0,0,0,0,0,0,0
b̪ˤ,-,-,+,-,-,-,-,0,+,+,-,-,0,0,+,-,+,-,+,-,0,0,-,-,0,-,0,0,0,0,0,0,0,0
bˤ,-,-,+,-,-,-,-,0,0,+,-,-,0,0,+,-,+,-,+,-,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ɡ͡bˤ,-,-,+,-,-,-,-,0,0,+,-,-,0,0,+,-,+,-,+,-,0,0,-,-,0,-,0,0,0,0,0,0,0,0
k͡pˤː,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,-,0,0,-,-,0,+,0,0,0,0,0,0,0,0
p̪ˤː,-,-,+,-,-,-,-,0,+,-,-,-,0,0,+,-,+,-,+,-,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ʘˤː,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,-,0,0,-,+,0,+,0,0,0,0,0,0,0,0
pˤː,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,-,0,0,-,-,0,+,0,0,0,0,0,0,0,0
pːˤ,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,-,0,0,-,-,0,+,0,0,0,0,0,0,0,0
p̪ːˤ,-,-,+,-,-,-,-,0,+,-,-,-,0,0,+,-,+,-,+,-,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ʘːˤ,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,-,0,0,-,+,0,+,0,0,0,0,0,0,0,0
k͡pːˤ,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,-,0,0,-,-,0,+,0,0,0,0,0,0,0,0
b̪ˤː,-,-,+,-,-,-,-,0,+,+,-,-,0,0,+,-,+,-,+,-,0,0,-,-,0,+,0,0,0,0,0,0,0,0
bˤː,-,-,+,-,-,-,-,0,0,+,-,-,0,0,+,-,+,-,+,-,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ɡ͡bˤː,-,-,+,-,-,-,-,0,0,+,-,-,0,0,+,-,+,-,+,-,0,0,-,-,0,+,0,0,0,0,0,0,0,0
b̪ːˤ,-,-,+,-,-,-,-,0,+,+,-,-,0,0,+,-,+,-,+,-,0,0,-,-,0,+,0,0,0,0,0,0,0,0
bːˤ,-,-,+,-,-,-,-,0,0,+,-,-,0,0,+,-,+,-,+,-,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ɡ͡bːˤ,-,-,+,-,-,-,-,0,0,+,-,-,0,0,+,-,+,-,+,-,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ʡʷ,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ʡʷˤ,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,-,0,0,0,0,0,0,0,0
qʷˤ,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,-,0,0,0,0,0,0,0,0
pʷˤ,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,-,0,0,0,0,0,0,0,0
kʷˤ,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,-,0,0,0,0,0,0,0,0
p̪ʷˤ,-,-,+,-,-,-,-,0,+,-,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ʘʷˤ,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,+,0,0,-,+,0,-,0,0,0,0,0,0,0,0
k͡pʷˤ,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,-,0,0,0,0,0,0,0,0
b̪ʷˤ,-,-,+,-,-,-,-,0,+,+,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ɢʷˤ,-,-,+,-,-,-,-,0,0,+,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,-,0,0,0,0,0,0,0,0
bʷˤ,-,-,+,-,-,-,-,0,0,+,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ɡ͡bʷˤ,-,-,+,-,-,-,-,0,0,+,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ɡʷˤ,-,-,+,-,-,-,-,0,0,+,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ʡʷː,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,+,0,0,0,0,0,0,0,0
qʷˤː,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ʡʷˤː,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,+,0,0,0,0,0,0,0,0
kʷˤː,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,+,0,0,0,0,0,0,0,0
pʷˤː,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,+,0,0,0,0,0,0,0,0
p̪ʷˤː,-,-,+,-,-,-,-,0,+,-,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ʘʷˤː,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,+,0,0,-,+,0,+,0,0,0,0,0,0,0,0
k͡pʷˤː,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ʡːʷ,-,-,+,-,-,-,-,0,0,-,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,+,0,0,0,0,0,0,0,0
b̪ʷˤː,-,-,+,-,-,-,-,0,+,+,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ɢʷˤː,-,-,+,-,-,-,-,0,0,+,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ɡʷˤː,-,-,+,-,-,-,-,0,0,+,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,+,0,0,0,0,0,0,0,0
bʷˤː,-,-,+,-,-,-,-,0,0,+,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ɡ͡bʷˤː,-,-,+,-,-,-,-,0,0,+,-,-,0,0,+,-,+,-,+,+,0,0,-,-,0,+,0,0,0,0,0,0,0,0
p͡t̪ʷˤ,-,-,+,-,-,-,-,+,+,-,-,-,0,+,+,-,+,-,+,-,0,0,-,-,0,-,0,0,0,0,0,0,0,0
b͡d̪ʷˤ,-,-,+,-,-,-,-,+,+,+,-,-,0,+,+,-,+,-,+,-,0,0,-,-,0,-,0,0,0,0,0,0,0,0
p͡t̪ʷˤː,-,-,+,-,-,-,-,+,+,-,-,-,0,+,+,-,+,-,+,-,0,0,-,-,0,+,0,0,0,0,0,0,0,0
b͡d̪ʷˤː,-,-,+,-,-,-,-,+,+,+,-,-,0,+,+,-,+,-,+,-,0,0,-,-,0,+,0,0,0,0,0,0,0,0
‼ʷˤ,-,-,+,-,-,-,-,0,-,-,-,-,-,-,+,-,+,-,+,+,0,0,-,+,0,-,0,0,0,0,0,0,0,0
k͡‼ʷˤ,-,-,+,-,-,-,-,0,-,-,-,-,-,-,+,-,+,-,+,+,0,0,-,+,0,-,0,0,0,0,0,0,0,0
ʈʷˤ,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,+,+,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ɖʷˤ,-,-,+,-,-,-,-,-,-,+,-,-,-,-,+,-,+,-,+,+,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ǂ̺ʷˤː,-,-,+,-,-,-,-,0,-,-,-,-,-,-,+,-,+,-,+,+,0,0,-,+,0,+,0,0,0,0,0,0,0,0
‼ʷˤː,-,-,+,-,-,-,-,0,-,-,-,-,-,-,+,-,+,-,+,+,0,0,-,+,0,+,0,0,0,0,0,0,0,0
k͡‼ʷˤː,-,-,+,-,-,-,-,0,-,-,-,-,-,-,+,-,+,-,+,+,0,0,-,+,0,+,0,0,0,0,0,0,0,0
ʈʷˤː,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,+,+,0,0,-,-,0,+,0,0,0,0,0,0,0,0
c̺ʷˤː,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,+,+,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ɖʷˤː,-,-,+,-,-,-,-,-,-,+,-,-,-,-,+,-,+,-,+,+,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ɟ̺ʷˤː,-,-,+,-,-,-,-,-,-,+,-,-,-,-,+,-,+,-,+,+,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ǂʷˤ,-,-,+,-,-,-,-,0,-,-,-,-,-,+,+,-,+,-,+,+,0,0,-,+,0,-,0,0,0,0,0,0,0,0
cʷˤ,-,-,+,-,-,-,-,-,-,-,-,-,-,+,+,-,+,-,+,+,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ɟʷˤ,-,-,+,-,-,-,-,-,-,+,-,-,-,+,+,-,+,-,+,+,0,0,-,-,0,-,0,0,0,0,0,0,0,0
ǂʷˤː,-,-,+,-,-,-,-,0,-,-,-,-,-,+,+,-,+,-,+,+,0,0,-,+,0,+,0,0,0,0,0,0,0,0
cʷˤː,-,-,+,-,-,-,-,-,-,-,-,-,-,+,+,-,+,-,+,+,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ɟʷˤː,-,-,+,-,-,-,-,-,-,+,-,-,-,+,+,-,+,-,+,+,0,0,-,-,0,+,0,0,0,0,0,0,0,0
p͡tˤ,-,-,+,-,-,-,-,+,-,-,-,-,+,-,+,-,+,-,+,-,0,0,-,-,0,-,0,0,0,0,0,0,0,0
b͡dˤ,-,-,+,-,-,-,-,+,-,+,-,-,+,-,+,-,+,-,+,-,0,0,-,-,0,-,0,0,0,0,0,0,0,0
p͡tˤː,-,-,+,-,-,-,-,+,-,-,-,-,+,-,+,-,+,-,+,-,0,0,-,-,0,+,0,0,0,0,0,0,0,0
p͡tːˤ,-,-,+,-,-,-,-,+,-,-,-,-,+,-,+,-,+,-,+,-,0,0,-,-,0,+,0,0,0,0,0,0,0,0
b͡dˤː,-,-,+,-,-,-,-,+,-,+,-,-,+,-,+,-,+,-,+,-,0,0,-,-,0,+,0,0,0,0,0,0,0,0
b͡dːˤ,-,-,+,-,-,-,-,+,-,+,-,-,+,-,+,-,+,-,+,-,0,0,-,-,0,+,0,0,0,0,0,0,0,0
ǃʷˤ,-,-,+,-,-,-,-,0,-,-,-,-,+,-,+,-,+,-,+,+,0,0,-,+,0,-,0,0,0,0,0,0,0,0
 k͡ǃʷˤ,-,-,+,-,-,-,-,0,-,-,-,-,+,-,+,-,+,-,+,+,0,0,-,+,0,-,0,0,0,0,0,0,0,0
tʷˤ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,+,-,+,-,+,+,0,0,-,-,0,-,0,0,0,0,0,0,0,0
p͡tʷˤ,-,-,+,-,-,-,-,+,-,-,-,-,+,-,+,-,+,-,+,+,0,0,-,-,0,-,0,0,0,0,0,0,0,0
dʷˤ,-,-,+,-,-,-,-,-,-,+,-,-,+,-,+,-,+,-,+,+,0,0,-,-,0,-,0,0,0,0,0,0,0,0
