syl,son,cons,cont,delrel,lat,nas,stri,voi,sg,cg,ant,cor,dist,lab,hi,low,ba,roun,ten,lon,cli
1,1,1,0.5,0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.25,0.25,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.125,0.25
